X,Y,SITENUMBER,RIVER,SITENAME,SITE,TIM_CHCH,TELEMETERED,COMPLIANCE_MONITORING,FLOOD_CONTROL,LAST_SAMPLE,LAST_HOUR,RAIN_TODAY,RAIN_1_DAY_AGO,RAIN_2_DAYS_AGO,RAIN_3_DAYS_AGO,RAIN_4_DAYS_AGO,RAIN_5_DAYS_AGO,RAIN_6_DAYS_AGO,RAIN_7_DAYS_AGO,TOTAL_RAINFALL,ALTITUDE,NZMGX,NZMGY,NZMS260,NZTMX,NZTMY,NZTOPO50,OBJECTID
1401508.0859,5017813.8642,409402,DANSEYS PASS,DANSEYS PASS,DANSEYS PASS AT DANSEYS PASS,,N,,N,,,,,,,,,,,,366,2311416,5579461,I41:11416-79461,1401508,5017813,CB17:0150-1781,3417264
1408132.7143,5018016.4128,409501,"LIVINGSTONE,WINDSOR","LIVINGSTONE,WINDSOR","LIVINGSTONE,WINDSOR AT LIVINGSTONE,WINDSOR",,N,,N,,,,,,,,,,,,,2318040,5579658,I41:18040-79658,1408132,5018016,CB17:0813-1801,3417265
1408131.7217,5018007.4111,409502,LIVINGSTONE,LIVINGSTONE,LIVINGSTONE AT LIVINGSTONE,,N,,N,,,,,,,,,,,,357,2318039,5579649,I41:18039-79649,1408131,5018007,CB17:0813-1800,3417266
1413218.9522,5021941.9079,409601,LIVINGSTONE SUB STN,LIVINGSTONE SUB STN,LIVINGSTONE SUB STN AT LIVINGSTONE SUB STN,,N,,N,,,,,,,,,,,,305,2323129,5583579,I41:23129-83579,1413218,5021941,CB17:1321-2194,3417267
1417220.6272,5020165.0275,409602,WALLFIELD,WALLFIELD,WALLFIELD AT WALLFIELD,,N,,N,,,,,,,,,,,,274,2327129,5581799,I41:27129-81799,1417220,5020165,CB17:1722-2016,3417268
1425213.6221,5016721.4679,409701,CORRIEDALE,CORRIEDALE,CORRIEDALE AT CORRIEDALE,,N,,N,,,,,,,,,,,,95,2335119,5578349,J41:35119-78349,1425213,5016721,CB18:2521-1672,3417269
1432948.8705,5022487.547,409801,WAIKOURA,WAIKOURA,WAIKOURA AT WAIKOURA,,N,,N,,,,,,,,,,,,95,2342859,5584109,J41:42859-84109,1432948,5022487,CB18:3294-2248,3417270
1430441.9899,5018645.6882,409810,HILL CREST,HILL CREST,HILL CREST AT HILL CREST,,N,,N,,,,,,,,,,,,73,2340349,5580269,J41:40349-80269,1430441,5018645,CB18:3044-1864,3417271
1429009.0505,5022384.4691,409811,MARCHWOOD,MARCHWOOD,MARCHWOOD AT MARCHWOOD,,N,,N,,,,,,,,,,,,209,2338919,5584009,J41:38919-84009,1429009,5022384,CB18:2900-2238,3417272
1442430.3885,5120876.4702,410001,HAE HAE TE MOANA,HAE HAE TE MOANA,HAE HAE TE MOANA AT HAE HAE TE MOANA,,N,,N,,,,,,,,,,,,366,2352392,5682495,J37:52392-82495,1442430,5120876,BY18:4243-2087,3417274
1440782.7883,5119589.0055,410010,OPUHA,GERALDINE FOREST,OPUHA AT GERALDINE FOREST,T,T,O,F,2021/09/24 04:00:00+00,0,0,0,2.5,0.5,0,0,0.5,4,7.5,792,2350744,5681208,J37:50744-81208,1440782,5119589,BY18:4078-1958,3417275
1442638.3434,5117580.5932,410011,STONY CK,KAKAHU,STONY CK AT KAKAHU,T,N,,N,,,,,,,,,,,,518,2352599,5679199,J38:52599-79199,1442638,5117580,BZ18:4263-1758,3417276
1453035.3548,5126673.168,410101,WOODBURY,WOODBURY,WOODBURY AT WOODBURY,,N,,N,,,,,,,,,,,,305,2362999,5688289,J37:62999-88289,1453035,5126673,BY19:5303-2667,3417277
1449436.7392,5122283.4318,410110,REDDECLIFFES,CHAPMAN ROAD,REDDECLIFFES AT CHAPMAN ROAD,C,N,,N,,,,,,,,,,,,,2359399,5683900,J37:59399-83900,1449436,5122283,BY19:4943-2228,3417278
1452456.5608,5122303.2769,410111,WAIHI RIVER,TE MOANA RIVER NORTH BRANCH AT WOODBURY,WAIHI RIVER AT TE MOANA RIVER NORTH BRANCH AT WOODBURY,T,T,,N,2021/09/24 04:00:00+00,0,0,0,0,0,0,0,0,3.5,3.5,236,2362419,5683919,J37:62419-83919,1452456,5122303,BY19:5245-2230,3417279
1457212.0516,5119323.8416,410202,WYNWOOD,WYNWOOD,WYNWOOD AT WYNWOOD,,N,,N,,,,,,,,,,,,122,2367174,5680938,J37:67174-80938,1457212,5119323,BY19:5721-1932,3417280
1461247.1736,5117626.1729,410203,"GERALDINE,RAUKAPUKA","GERALDINE,RAUKAPUKA","GERALDINE,RAUKAPUKA AT GERALDINE,RAUKAPUKA",,N,,N,,,,,,,,,,,,122,2371209,5679239,K38:71209-79239,1461247,5117626,BZ19:6124-1762,3417281
1462415.4815,5123205.9558,410204,COOPERS CREEK,COOPERS CREEK,COOPERS CREEK AT COOPERS CREEK,,N,,N,,,,,,,,,,,,158,2372379,5684819,K37:72379-84819,1462415,5123205,BY19:6241-2320,3417282
1456406.1272,5122854.3387,410205,WOODBURY,WOODBURY,WOODBURY AT WOODBURY,,N,,N,,,,,,,,,,,,195,2366369,5684469,J37:66369-84469,1456406,5122854,BY19:5640-2285,3417283
1459225.1832,5125484.8858,410211,ORARI,STRUAN FARM,ORARI AT STRUAN FARM,T,N,,N,,,,,,,,,,,,194,2369189,5687099,J37:69189-87099,1459225,5125484,BY19:5922-2548,3417285
1456517.5969,5124789.2219,410213,WAIHI,PARKHURST,WAIHI AT PARKHURST,T,,,N,,,,,,,,,,,,210,2366481,5686404,J37:66481-86404,1456517,5124789,BY19:5651-2478,3417286
1464896.2826,5119355.0564,410311,ORARI,SEAWARD ROAD,ORARI AT SEAWARD ROAD,T,N,,N,,,,,,,,,,,,130,2374859,5680967,K37:74859-80967,1464896,5119355,BY19:6489-1935,3417287
1477095.5488,5127168.2909,410401,STRATHMORE,STRATHMORE,STRATHMORE AT STRATHMORE,,N,,N,,,,,,,,,,,,137,2387062,5688778,K37:87062-88778,1477095,5127168,BY20:7709-2716,3417288
1473157.0986,5123426.83,410402,EALING,EALING,EALING AT EALING,,N,,N,,,,,,,,,,,,,2383122,5685037,K37:83122-85037,1473157,5123426,BY20:7315-2342,3417289
1487791.1094,5125462.2746,410601,LYNNFORD,LYNNFORD,LYNNFORD AT LYNNFORD,,N,,N,,,,,,,,,,,,73,2397759,5687069,K37:97759-87069,1487791,5125462,BY20:8779-2546,3417290
1489184.2812,5123714.9787,410602,EIFFELTON,EIFFELTON,EIFFELTON AT EIFFELTON,,N,,N,,,,,,,,,,,,49,2399152,5685321,K37:99152-85321,1489184,5123714,BY20:8918-2371,3417291
1493975.9301,5125104.9132,410603,AKAUNUI,PARAKANOI DRAIN,AKAUNUI AT PARAKANOI DRAIN,T,N,,N,,,,,,,,,,,,50,2403945,5686710,K37:03945-86710,1493975,5125104,BY21:9397-2510,3417292
1501204.5714,5123906.0145,410701,ASHTON,ASHTON,ASHTON AT ASHTON,,N,,N,,,,,,,,,,,,,2411175,5685509,L37:11175-85509,1501204,5123906,BY21:0120-2390,3417293
1441327.6611,5113403.2473,411001,BEAUTIFUL VALLEY,BEAUTIFUL VALLEY,BEAUTIFUL VALLEY AT BEAUTIFUL VALLEY,,N,,N,,,,,,,,,,,,274,2351287,5675022,J38:51287-75022,1441327,5113403,BZ18:4132-1340,3417294
1446446.2045,5111262.9735,411012,BUSH CREEK,KAKAHU BUSH,BUSH CREEK AT KAKAHU BUSH,T,T,,N,2021/09/24 04:00:00+00,0,0,0,0,0,0.5,0,0,0.5,1,159,2356405,5672880,J38:56405-72880,1446446,5111262,BZ19:4644-1126,3417297
1448050.5875,5109892.5632,411101,KAKAHU BUSH,KAKAHU BUSH,KAKAHU BUSH AT KAKAHU BUSH,,N,,N,,,,,,,,,,,,122,2358009,5671509,J38:58009-71509,1448050,5109892,BZ19:4805-0989,3417298
1459932.8707,5115714.9596,411201,GERALDINE,GERALDINE,GERALDINE AT GERALDINE,,N,,N,,,,,,,,,,,,122,2369894,5677328,J38:69894-77328,1459932,5115714,BZ19:5993-1571,3417299
1455971.8336,5113739.9046,411202,SPEECHLEYS BRIDGE,SPEECHLEYS BRIDGE,SPEECHLEYS BRIDGE AT SPEECHLEYS BRIDGE,,N,,N,,,,,,,,,,,,,2365932,5675354,J38:65932-75354,1455971,5113739,BZ19:5597-1373,3417300
1458572.0059,5115685.5484,411203,"GERALDINE,ORCHARD","GERALDINE,ORCHARD","GERALDINE,ORCHARD AT GERALDINE,ORCHARD",,N,,N,,,,,,,,,,,,,2368533,5677299,J38:68533-77299,1458572,5115685,BZ19:5857-1568,3417301
1462766.5673,5106550.8033,411204,WINCHESTER,WINCHESTER,WINCHESTER AT WINCHESTER,,N,,N,,,,,,,,,,,,,2372725,5668162,K38:72725-68162,1462766,5106550,BZ19:6276-0655,3417302
1459932.8707,5115714.9596,411205,GERALDINE,GERALDINE,GERALDINE AT GERALDINE,,N,,N,,,,,,,,,,,,122,2369894,5677328,J38:69894-77328,1459932,5115714,BZ19:5993-1571,3417303
1459932.8707,5115714.9596,411206,THE HEIGHTS,THE HEIGHTS,THE HEIGHTS AT THE HEIGHTS,,N,,N,,,,,,,,,,,,,2369894,5677328,J38:69894-77328,1459932,5115714,BZ19:5993-1571,3417304
1458568.0062,5115685.5472,411207,GERALDINE N.Z.F.S.,GERALDINE N.Z.F.S.,GERALDINE N.Z.F.S. AT GERALDINE N.Z.F.S.,,N,,N,,,,,,,,,,,,119,2368529,5677299,J38:68529-77299,1458568,5115685,BZ19:5856-1568,3417305
1465368.4074,5112158.0232,411301,ORARI ESTATE,ORARI ESTATE,ORARI ESTATE AT ORARI ESTATE,,N,,N,,,,,,,,,,,,81,2375329,5673769,K38:75329-73769,1465368,5112158,BZ19:6536-1215,3417306
1471966.9429,5114069.823,411401,"TEMUKA,RANGITATA","TEMUKA,RANGITATA","TEMUKA,RANGITATA AT TEMUKA,RANGITATA",,N,,N,,,,,,,,,,,,76,2381929,5675679,K38:81929-75679,1471966,5114069,BZ20:7196-1406,3417307
1482684.2836,5110603.6925,411501,COLDSTREAM,COLDSTREAM,COLDSTREAM AT COLDSTREAM,,N,,N,,,,,,,,,,,,30,2392647,5672209,K38:92647-72209,1482684,5110603,BZ20:8268-1060,3417308
1485403.7511,5110651.525,411502,COLDSTREAM NO 2,COLDSTREAM NO 2,COLDSTREAM NO 2 AT COLDSTREAM NO 2,,N,,N,,,,,,,,,,,,12,2395367,5672256,K38:95367-72256,1485403,5110651,BZ20:8540-1065,3417309
1484036.0236,5110624.1077,411503,COLDSTREAM NO 3,COLDSTREAM NO 3,COLDSTREAM NO 3 AT COLDSTREAM NO 3,,N,,N,,,,,,,,,,,,12,2393999,5672229,K38:93999-72229,1484036,5110624,BZ20:8403-1062,3417310
1481396.5283,5110573.2976,411504,"COLDSTREAM,LINCOLN C","COLDSTREAM,LINCOLN C","COLDSTREAM,LINCOLN C AT COLDSTREAM,LINCOLN C",,N,,N,,,,,,,,,,,,5,2391359,5672179,K38:91359-72179,1481396,5110573,BZ20:8139-1057,3417311
1445721.428,5096837.2118,412001,PLEASANT POINT,PLEASANT POINT,PLEASANT POINT AT PLEASANT POINT,,N,,N,,,,,,,,,,,,62,2355675,5658454,J38:55675-58454,1445721,5096837,BZ19:4572-9683,3417312
1443007.551,5096772.1379,412002,SUTHERLANDS,SUTHERLANDS,SUTHERLANDS AT SUTHERLANDS,,N,,N,,,,,,,,,,,,229,2352961,5658390,J38:52961-58390,1443007,5096772,BZ18:4300-9677,3417313
1453735.5858,5095235.4818,412101,WAITAWA,WAITAWA,WAITAWA AT WAITAWA,,N,,N,,,,,,,,,,,,49,2363689,5656849,J38:63689-56849,1453735,5095235,BZ19:5373-9523,3417314
1450944.3789,5098844.1541,412102,PLEASANT POINT,PLEASANT POINT,PLEASANT POINT AT PLEASANT POINT,,N,,N,,,,,,,,,,,,64,2360899,5660459,J38:60899-60459,1450944,5098844,BZ19:5094-9884,3417315
1449664.4671,5098813.6645,412110,PLEASANT POINT,PLEASANT POINT,PLEASANT POINT AT PLEASANT POINT,,N,,N,,,,,,,,,,,,61,2359619,5660429,J38:59619-60429,1449664,5098813,BZ19:4966-9881,3417316
1462922.2203,5099108.6839,412201,TEMUKA A,TEMUKA A,TEMUKA A AT TEMUKA A,,N,,N,,,,,,,,,,,,20,2372878,5660719,K38:72878-60719,1462922,5099108,BZ19:6292-9910,3417317
1460365.9245,5095387.1002,412202,AGHADOE,AGHADOE,AGHADOE AT AGHADOE,,N,,N,,,,,,,,,,,,23,2370320,5656998,K38:70320-56998,1460365,5095387,BZ19:6036-9538,3417318
1462922.2203,5099108.6839,412203,TEMUKA B,TEMUKA B,TEMUKA B AT TEMUKA B,,N,,N,,,,,,,,,,,,18,2372878,5660719,K38:72878-60719,1462922,5099108,BZ19:6292-9910,3417319
1462913.2213,5099108.6805,412204,TEMUKA,TEMUKA,TEMUKA AT TEMUKA,,N,,N,,,,,,,,,,,,24,2372869,5660719,K38:72869-60719,1462913,5099108,BZ19:6291-9910,3417320
1468231.8263,5101100.3965,412310,OHAPI,OHAPI,OHAPI AT OHAPI,,N,,N,,,,,,,,,,,,15,2378189,5662709,K38:78189-62709,1468231,5101100,BZ20:6823-0110,3417321
1466800.7198,5104739.4106,412311,OHAPI,OHAPI,OHAPI AT OHAPI,,N,,N,,,,,,,,,,,,30,2376759,5666349,K38:76759-66349,1466800,5104739,BZ19:6680-0473,3417322
1476151.294,5104927.5898,412401,"RANGITATA,KAPUNATIKI","RANGITATA,KAPUNATIKI","RANGITATA,KAPUNATIKI AT RANGITATA,KAPUNATIKI",,N,,N,,,,,,,,,,,,,2386111,5666534,K38:86111-66534,1476151,5104927,BZ20:7615-0492,3417323
1447083.8199,5093200.903,413005,LIMESTONE VALLEY,LIMESTONE VALLEY,LIMESTONE VALLEY AT LIMESTONE VALLEY,,N,,N,,,,,,,,,,,,,2357036,5654817,J38:57036-54817,1447083,5093200,BZ19:4708-9320,3417324
1450000.5654,5084044.6251,413101,CLAREMONT,CLAREMONT,CLAREMONT AT CLAREMONT,,N,,N,,,,,,,,,,,,213,2359949,5645659,J39:59949-45659,1450000,5084044,BZ19:5000-8404,3417325
1453990.2259,5084126.4243,413110,TIMARU,TIMARU,TIMARU AT TIMARU,,N,,N,,,,,,,,,,,,30,2363939,5645739,J39:63939-45739,1453990,5084126,BZ19:5399-8412,3417326
1461755.5119,5093518.8539,413201,SEADOWN,SEADOWN,SEADOWN AT SEADOWN,,N,,N,,,,,,,,,,,,11,2371709,5655129,K38:71709-55129,1461755,5093518,BZ19:6175-9351,3417327
1460558.7359,5086049.1659,413202,SMITHFIELD,SMITHFIELD,SMITHFIELD AT SMITHFIELD,,N,,N,,,,,,,,,,,,5,2370509,5647659,J39:70509-47659,1460558,5086049,BZ19:6055-8604,3417328
1459045.82,5093467.7658,413203,TIMARU AERO,TIMARU AERO,TIMARU AERO AT TIMARU AERO,,N,,N,,,,,,,,,,,,25,2368999,5655079,J38:68999-55079,1459045,5093467,BZ19:5904-9346,3417329
1461755.5119,5093518.8539,413204,SEADOWN NO2,SEADOWN NO2,SEADOWN NO2 AT SEADOWN NO2,,N,,N,,,,,,,,,,,,9,2371709,5655129,K38:71709-55129,1461755,5093518,BZ19:6175-9351,3417330
1459045.82,5093467.7658,413205,TIMARU AERO AWS,TIMARU AERO AWS,TIMARU AERO AWS AT TIMARU AERO AWS,,N,,N,,,,,,,,,,,,26,2368999,5655079,J38:68999-55079,1459045,5093467,BZ19:5904-9346,3417331
1458575.9587,5093237.5976,413206,TIMARU AERO,TIMARU AERO,TIMARU AERO AT TIMARU AERO,,N,,N,,,,,,,,,,,,,2368529,5654849,J38:68529-54849,1458575,5093237,BZ19:5857-9323,3417332
1444844.4194,5076472.6299,414002,GORDONS VALLEY,GORDONS VALLEY,GORDONS VALLEY AT GORDONS VALLEY,,N,,N,,,,,,,,,,,,91,2354789,5638089,J39:54789-38089,1444844,5076472,CA19:4484-7647,3417333
1454112.7604,5078576.959,414101,ADAIR,ADAIR,ADAIR AT ADAIR,,N,,N,,,,,,,,,,,,85,2364059,5640189,J39:64059-40189,1454112,5078576,CA19:5411-7857,3417334
1452804.788,5076662.4988,414102,BRASSELLS BRIDGE,BRASSELLS BRIDGE,BRASSELLS BRIDGE AT BRASSELLS BRIDGE,,N,,N,,,,,,,,,,,,30,2362750,5638275,J39:62750-38275,1452804,5076662,CA19:5280-7666,3417335
1451325.3112,5082185.3492,414103,FAIRVIEW,FAIRVIEW,FAIRVIEW AT FAIRVIEW,,N,,N,,,,,,,,,,,,125,2361273,5643799,J39:61273-43799,1451325,5082185,BZ19:5132-8218,3417336
1455300.9427,5082267.1739,414104,GLENITI RESERVOIR,GLENITI RESERVOIR,GLENITI RESERVOIR AT GLENITI RESERVOIR,,N,,N,,,,,,,,,,,,76,2365249,5643879,J39:65249-43879,1455300,5082267,BZ19:5530-8226,3417337
1460651.3769,5080089.8826,414201,SALTWATER CK,REDRUTH,SALTWATER CK AT REDRUTH,,N,,N,,,,,,,,,,,,2,2370599,5641699,J39:70599-41699,1460651,5080089,CA19:6065-8008,3417339
1460640.3321,5082389.6051,414202,TIMARU HARBOUR,TIMARU HARBOUR,TIMARU HARBOUR AT TIMARU HARBOUR,,N,,N,,,,,,,,,,,,3,2370589,5643999,J39:70589-43999,1460640,5082389,BZ19:6064-8238,3417340
1458056.5027,5080446.6325,414203,TIMARU RESERVOIR,TIMARU RESERVOIR,TIMARU RESERVOIR AT TIMARU RESERVOIR,,N,,N,,,,,,,,,,,,76,2368004,5642057,J39:68004-42057,1458056,5080446,CA19:5805-8044,3417341
1460681.1852,5080499.8476,414204,TIMARU 2,TIMARU 2,TIMARU 2 AT TIMARU 2,,N,,N,,,,,,,,,,,,17,2370629,5642109,J39:70629-42109,1460681,5080499,CA19:6068-8049,3417342
1447604.0048,5070985.3286,415001,LYALLDALE,LYALLDALE,LYALLDALE AT LYALLDALE,,N,,N,,,,,,,,,,,,183,2357546,5632600,J39:57546-32600,1447604,5070985,CA19:4760-7098,3417343
1442531.3388,5063412.0827,415002,"HUNTER,SODWALL","HUNTER,SODWALL","HUNTER,SODWALL AT HUNTER,SODWALL",,N,,N,,,,,,,,,,,,204,2352469,5625029,J39:52469-25029,1442531,5063412,CA18:4253-6341,3417344
1443942.3927,5057894.1996,416001,HUNTER 1,HUNTER 1,HUNTER 1 AT HUNTER 1,,N,,N,,,,,,,,,,,,,2353877,5619510,J40:53877-19510,1443942,5057894,CA18:4394-5789,3417345
1442756.6424,5054192.7323,416002,"WAIMATE, LANSDOWN","WAIMATE, LANSDOWN","WAIMATE, LANSDOWN AT WAIMATE, LANSDOWN",,N,,N,,,,,,,,,,,,120,2352689,5615809,J40:52689-15809,1442756,5054192,CA18:4275-5419,3417346
1449212.8675,5059906.07,416101,MOANAROA,MOANAROA,MOANAROA AT MOANAROA,,N,,N,,,,,,,,,,,,104,2359149,5621519,J39:59149-21519,1449212,5059906,CA19:4921-5990,3417347
1451996.9147,5052518.4236,416102,HOOK,HOOK,HOOK AT HOOK,,N,,N,,,,,,,,,,,,12,2361929,5614129,J40:61929-14129,1451996,5052518,CA19:5199-5251,3417348
1444502.8139,5044124.5322,417001,WAIMATE,WAIMATE,WAIMATE AT WAIMATE,,N,,N,,,,,,,,,,,,64,2354429,5605739,J40:54429-05739,1444502,5044124,CB19:4450-4412,3417349
1450904.5726,5045165.557,417100,STUDHOLME,STUDHOLME,STUDHOLME AT STUDHOLME,,N,,N,,,,,,,,,,,,,2360832,5606776,J40:60832-06776,1450904,5045165,CB19:5090-4516,3417350
1449644.168,5041358.1606,417101,"GREYLANDS,WILLOWBRIDG","GREYLANDS,WILLOWBRIDG","GREYLANDS,WILLOWBRIDG AT GREYLANDS,WILLOWBRIDG",,N,,N,,,,,,,,,,,,30,2359569,5602969,J40:59569-02969,1449644,5041358,CB19:4964-4135,3417351
1444493.3474,5034440.3342,418010,BROAD GULLY CREEK,MORVEN,BROAD GULLY CREEK AT MORVEN,T,T,O,F,2021/09/24 04:00:00+00,0,0,0,0,0,0,0,0,1.5,1.5,210,2354413,5596054,J40:54413-96054,1444493,5034440,CB19:4449-3444,3417353
1452426.7657,5034086.8968,418101,MORVEN 2,MORVEN 2,MORVEN 2 AT MORVEN 2,,N,,N,,,,,,,,,,,,,2362347,5595695,J40:62347-95695,1452426,5034086,CB19:5242-3408,3417354
1449776.8897,5035803.8677,418102,MORVEN 1,MORVEN 1,MORVEN 1 AT MORVEN 1,,N,,N,,,,,,,,,,,,46,2359698,5597414,J40:59698-97414,1449776,5035803,CB19:4977-3580,3417355
1442142.7801,5024505.4785,419000,STEWARD SETTLEMENT,STEWARD SETTLEMENT,STEWARD SETTLEMENT AT STEWARD SETTLEMENT,,N,,N,,,,,,,,,,,,15,2352055,5586120,J41:52055-86120,1442142,5024505,CB18:4214-2450,3417356
1448820.2371,5019100.1796,419001,OAMARU AIRPORT,OAMARU AIRPORT,OAMARU AIRPORT AT OAMARU AIRPORT,,N,,N,,,,,,,,,,,,30,2358729,5580709,J41:58729-80709,1448820,5019100,CB19:4882-1910,3417357
1447560.4073,5019079.2015,419002,OAMARU AWS,OAMARU AWS,OAMARU AWS AT OAMARU AWS,,N,,N,,,,,,,,,,,,30,2357469,5580689,J41:57469-80689,1447560,5019079,CB19:4756-1907,3417358
1452820.317,5135227.5914,419211,ORARI,MT FRANCES,ORARI AT MT FRANCES,T,T,O,F,2021/09/24 04:00:00+00,0,0,0,0,4.5,0,0,0,5.5,10,640,2362786,5696844,J37:62786-96844,1452820,5135227,BY19:5282-3522,3417359
1310080.3814,5120056.789,490301,PLEASANT FLAT,PLEASANT FLAT,PLEASANT FLAT AT PLEASANT FLAT,,N,,N,,,,,,,,,,,,107,2220079,5681709,G37:20079-81709,1310080,5120056,BY13:1008-2005,3417360
1347120.4898,5115652.1044,490810,HOPKINS,HUXLEY LODGE,HOPKINS AT HUXLEY LODGE,,N,,N,,,,,,,,,,,,555,2257099,5677299,H38:57099-77299,1347120,5115652,BZ14:4712-1565,3417361
1309201.5447,5110780.401,491302,HAAST PASS,HAAST PASS,HAAST PASS AT HAAST PASS,,N,,N,,,,,,,,,,,,524,2219199,5672439,G38:19199-72439,1309201,5110780,BZ13:0920-1078,3417362
1333215.5837,5110145.7932,491610,AHURIRI,CASSINIA MORAINE,AHURIRI AT CASSINIA MORAINE,T,T,,N,,,,,,,,,,,,980,2243199,5671799,G38:43199-71799,1333215,5110145,BZ14:3321-1014,3417363
1330877.4654,5102469.9901,491611,HAGENS HUT,HAGENS HUT,HAGENS HUT AT HAGENS HUT,,N,,N,,,,,,,,,,,,838,2240860,5664128,G38:40860-64128,1330877,5102469,BZ14:3087-0246,3417364
1333370.1793,5108134.7763,491612,BEECH BOUNDARY,BEECH BOUNDARY,BEECH BOUNDARY AT BEECH BOUNDARY,,N,,N,,,,,,,,,,,,991,2243353,5669789,G38:43353-69789,1333370,5108134,BZ14:3337-0813,3417365
1333298.6844,5109911.6923,491613,TOP HUT,TOP HUT,TOP HUT AT TOP HUT,,N,,N,,,,,,,,,,,,1067,2243282,5671565,G38:43282-71565,1333298,5109911,BZ14:3329-0991,3417366
1349514.4982,5104987.123,491801,GLENLYON,GLENLYON,GLENLYON AT GLENLYON,,N,,N,,,,,,,,,,,,533,2259489,5666638,H38:59489-66638,1349514,5104987,BZ15:4951-0498,3417367
1345512.8261,5104826.7714,491802,LAKE OHAU STN,LAKE OHAU STN,LAKE OHAU STN AT LAKE OHAU STN,,N,,N,,,,,,,,,,,,533,2255489,5666479,H38:55489-66479,1345512,5104826,BZ14:4551-0482,3417368
1328469.9313,5096807.0147,492611,CANYON HUT,CANYON HUT,CANYON HUT AT CANYON HUT,,N,,N,,,,,,,,,,,,823,2238452,5658469,G38:38452-58469,1328469,5096807,BZ14:2846-9680,3417370
1330056.7162,5091309.4372,492612,BASE HUT,BASE HUT,BASE HUT AT BASE HUT,,N,,N,,,,,,,,,,,,853,2240036,5652974,G38:40036-52974,1330056,5091309,BZ14:3005-9130,3417371
1329905.3358,5094975.4698,492613,KAME TERRACE,KAME TERRACE,KAME TERRACE AT KAME TERRACE,,N,,N,,,,,,,,,,,,1067,2239886,5656638,G38:39886-56638,1329905,5094975,BZ14:2990-9497,3417372
1329827.6567,5096863.5136,492614,KAME TERRACE,KAME TERRACE,KAME TERRACE AT KAME TERRACE,,N,,N,,,,,,,,,,,,,2239809,5658525,G38:39809-58525,1329827,5096863,BZ14:2982-9686,3417373
1341732.9364,5099122.8128,492701,LAKE OHAU SKIFIELD,LAKE OHAU SKIFIELD,LAKE OHAU SKIFIELD AT LAKE OHAU SKIFIELD,,N,,N,,,,,,,,,,,,1450,2251709,5660779,H38:51709-60779,1341732,5099122,BZ14:4173-9912,3417374
1343159.8661,5095508.5553,492710,AHURIRI CATCHMENT,AHURIRI CATCHMENT,AHURIRI CATCHMENT AT AHURIRI CATCHMENT,,N,,N,,,,,,,,,,,,1829,2253134,5657166,H38:53134-57166,1343159,5095508,BZ14:4315-9550,3417375
1345874.0806,5095613.6114,492810,AHURIRI CATCHMENT,AHURIRI CATCHMENT,AHURIRI CATCHMENT AT AHURIRI CATCHMENT,,N,,N,,,,,,,,,,,,914,2255847,5657270,H38:55847-57270,1345874,5095613,BZ14:4587-9561,3417376
1314339.5376,5085077.4622,493401,HUNTER VALLEY,HUNTER VALLEY,HUNTER VALLEY AT HUNTER VALLEY,,N,,N,,,,,,,,,,,,331,2224326,5646752,G39:24326-46752,1314339,5085077,BZ13:1433-8507,3417377
1315615.3511,5085133.008,493410,BIRCHWOOD STATION,BIRCHWOOD STATION,BIRCHWOOD STATION AT BIRCHWOOD STATION,,N,,N,,,,,,,,,,,,610,2225601,5646807,G39:25601-46807,1315615,5085133,BZ13:1561-8513,3417378
1328778.7239,5089364.8247,493601,BIRCHWOOD STN,BIRCHWOOD STN,BIRCHWOOD STN AT BIRCHWOOD STN,,N,,N,,,,,,,,,,,,610,2238758,5651031,G38:38758-51031,1328778,5089364,BZ14:2877-8936,3417379
1333144.84,5080309.4789,493610,AHURIRI CATCHMENT,AHURIRI CATCHMENT,AHURIRI CATCHMENT AT AHURIRI CATCHMENT,,N,,N,,,,,,,,,,,,610,2243118,5641979,G39:43118-41979,1333144,5080309,CA14:3314-8030,3417380
1343669.2966,5082511.3766,493710,QUAILBURN,QUAILBURN,QUAILBURN AT QUAILBURN,,N,,N,,,,,,,,,,,,914,2253638,5644175,H39:53638-44175,1343669,5082511,BZ14:4366-8251,3417381
1342394.6986,5082461.7821,493711,QUAILBURN,QUAILBURN,QUAILBURN AT QUAILBURN,,N,,N,,,,,,,,,,,,,2252364,5644126,H39:52364-44126,1342394,5082461,BZ14:4239-8246,3417382
1347652.111,5082667.2433,493801,RIBBONWOOD,RIBBONWOOD,RIBBONWOOD AT RIBBONWOOD,,N,,N,,,,,,,,,,,,634,2257619,5644329,H39:57619-44329,1347652,5082667,BZ14:4765-8266,3417383
1359537.1895,5085006.6224,493901,BENMORE,BENMORE,BENMORE AT BENMORE,,N,,N,,,,,,,,,,,,488,2269500,5646662,H39:69500-46662,1359537,5085006,BZ15:5953-8500,3417384
1306081.8214,5073242.4251,494302,HUNTER VALLEY 2,HUNTER VALLEY 2,HUNTER VALLEY 2 AT HUNTER VALLEY 2,,N,,N,,,,,,,,,,,,360,2216069,5634929,G39:16069-34929,1306081,5073242,CA13:0608-7324,3417385
1332018.819,5074699.7699,494610,PAVILION,PAVILION,PAVILION AT PAVILION,,N,,N,,,,,,,,,,,,762,2241990,5636373,G39:41990-36373,1332018,5074699,CA14:3201-7469,3417386
